run_id,inicio,fin,duracion_s,carpeta,since_days,max_aprobados,max_zip_buscar,msgs_leidos,msgs_pendientes,msgs_procesados,ok,sin_match,ya_registrado,sin_pdf,errores,dian_pdf_only,nuevos_total,enriquecidas_total,filas_local_total,filas_web_total,total_match,match_total,ok_total,ok_match,ok_registradas,ok_con_filas,ok_no_registrables,ok_sin_filas,dian_total,dian_match,dian_registradas,dian_con_filas,dian_no_registrables,dian_sin_filas,facturas_con_filas,facturas_sin_registro,facturas_sin_filas,calidad_promedio_pct,facturas_calidad_total,facturas_calidad_completa,facturas_calidad_parcial,facturas_calidad_minima,facturas_calidad_sin_filas,facturas_total_cero_o_vacio,facturas_sin_cufe,facturas_sin_nit,facturas_sin_cliente,nota
20260611_075021_db00639c,2026-06-11T07:50:21,2026-06-11T07:56:39,378.679,solo aprobadas,6,1000,1000,31,3,3,3,0,0,0,0,0,21,21,21,21,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,
