run_id,inicio,fin,duracion_s,carpeta,since_days,max_aprobados,max_zip_buscar,msgs_leidos,msgs_pendientes,msgs_procesados,ok,sin_match,ya_registrado,sin_pdf,errores,dian_pdf_only,nuevos_total,enriquecidas_total,nota
20260311_130624_39accecf,2026-03-11T13:06:24,2026-03-11T13:17:38,673.778,solo aprobadas,365,100,2000,43,43,43,15,28,0,0,0,0,91,98,
