run_id,inicio,fin,duracion_s,carpeta,since_days,max_aprobados,max_zip_buscar,msgs_leidos,msgs_pendientes,msgs_procesados,ok,sin_match,ya_registrado,sin_pdf,errores,dian_pdf_only,nuevos_total,enriquecidas_total,match_total,ok_match,dian_match,facturas_con_filas,facturas_sin_filas,ok_con_filas,ok_sin_filas,dian_con_filas,dian_sin_filas,nota
20260425_210559_e7f2f245,2026-04-25T21:05:59,2026-04-26T04:57:55,28316.869,solo aprobadas,90,900,200,886,886,886,826,0,0,0,0,60,6202,6202,886,826,60,886,0,826,0,60,0,
